State_x,District,NDVI,Rainfall,Temperature,Year,,Area,Production,Yield,Crop
Haryana,Mahendragarh,4143.889521,304.1453815,29.92435441,2015,,0,0,0,Other Rabi pulses_Kharif
Haryana,Mahendragarh,4143.889521,304.1453815,29.92435441,2015,,0,0,0,Total foodgrain_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Arhar/Tur_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,2000,4000,2,Bajra_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,11000,14000,1.27,Cotton(lint)_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Cowpea(Lobia)_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Dry chillies_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Ginger_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Groundnut_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Jowar_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Maize_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Moong(Green Gram)_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Other Kharif pulses_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,other oilseeds_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Potato_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Ragi_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,162000,490000,3.02,Rice_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Sesamum_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Small millets_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Sugarcane_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Sunflower_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Sweet potato_Kharif
Haryana,Kaithal,4763.216256,558.3621921,29.07481965,2015,,0,0,0,Tapioca_Kharif
